"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-09-30",,,,,"66",",,7","60",",,7","61",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-01",,,,,"66",",,7","57",",,7","62",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-02",,,,,"68",",,7","61",",,7","63",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-03",,,,,"68",",,7","61",",,7","63",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-04",,,,,"81",",,7","53",",,7","53",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-05",,,,,"53",",,7","44",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-06",,,,,"51",",,7","36",",,7","45",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-07",,,,,"53",",,7","43",",,7","43",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-08",,,,,"60",",,7","40",",,7","51",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-09",,,,,"68",",,7","43",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-10",,,,,"53",",,7","40",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-11",,,,,"67",",,7","44",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-12",,,,,"56",",,7","47",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-13",,,,,"69",",,7","46",",,7","68",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-14",,,,,"71",",,7","50",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-15",,,,,"56",",,7","48",",,7","49",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-16",,,,,"69",",,7","46",",,7","68",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-17",,,,,"69",",,7","56",",,7","56",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-18",,,,,"56",",,7","46",",,7","47",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-19",,,,,"53",",,7","46",",,7","47",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-20",,,,,"60",",,7","43",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-21",,,,,"65",",,7","44",",,7","57",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-22",,,,,"67",",,7","55",",,7","59",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-23",,,,,"68",",,7","56",",,7","65",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-24",,,,,"79",",,7","64",",,7","69",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-25",,,,,"77",",,7","45",",,7","47",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-26",,,,,"49",",,7","41",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-27",,,,,"47",",,7","40",",,7","47",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-28",,,,,"49",",,7","46",",,7","48",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-29",,,,,"51",",,7","45",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-30",,,,,"47",",,7","42",",,7","42",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-10-31",,,,,"49",",,7","37",",,7","43",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-01",,,,,"55",",,7","39",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-02",,,,,"47",",,7","39",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-03",,,,,"45",",,7","43",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-04",,,,,"48",",,7","41",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-05",,,,,"45",",,7","39",",,7","41",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-06",,,,,"44",",,7","35",",,7","41",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-07",,,,,"49",",,7","41",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-08",,,,,"46",",,7","42",",,7","42",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-09",,,,,"56",",,7","39",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-10",,,,,"68",",,7","50",",,7","64",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-11",,,,,"69",",,7","44",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-12",,,,,"44",",,7","31",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-13",,,,,"43",",,7","28",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-14",,,,,"47",",,7","35",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-15",,,,,"50",",,7","35",",,7","42",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-16",,,,,"53",",,7","40",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-17",,,,,"54",",,7","40",",,7","44",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-18",,,,,"55",",,7","42",",,7","49",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-19",,,,,"59",",,7","45",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-20",,,,,"56",",,7","46",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-21",,,,,"58",",,7","42",",,7","52",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-22",,,,,"63",",,7","45",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-23",,,,,"46",",,7","29",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-24",,,,,"35",",,7","27",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-25",,,,,"45",",,7","31",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-26",,,,,"38",",,7","28",",,7","28",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-27",,,,,"37",",,7","23",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-28",,,,,"46",",,7","32",",,7","39",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-29",,,,,"52",",,7","35",",,7","45",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-11-30",,,,,"50",",,7","41",",,7","43",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-01",,,,,"60",",,7","39",",,7","59",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-02",,,,,"61",",,7","45",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-03",,,,,"71",",,7","45",",,7","63",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-04",,,,,"63",",,7","39",",,7","40",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-05",,,,,"40",",,7","33",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-06",,,,,"46",",,7","33",",,7","45",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-07",,,,,"46",",,7","42",",,7","42",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-08",,,,,"43",",,7","38",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-09",,,,,"42",",,7","36",",,7","39",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-10",,,,,"39",",,7","31",",,7","31",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-11",,,,,"35",",,7","26",",,7","31",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-12",,,,,"45",",,7","29",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-13",,,,,"48",",,7","34",",,7","39",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-14",,,,,"46",",,7","34",",,7","45",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-15",,,,,"51",",,7","41",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-16",,,,,"51",",,7","38",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-17",,,,,"40",",,7","35",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-18",,,,,"42",",,7","32",",,7","39",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-19",,,,,"43",",,7","34",",,7","41",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-20",,,,,"50",",,7","34",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-21",,,,,"35",",,7","22",",,7","23",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-22",,,,,"34",",,7","19",",,7","28",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-23",,,,,"36",",,7","26",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-24",,,,,"35",",,7","30",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-25",,,,,"34",",,7","28",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-26",,,,,"33",",,7","31",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-27",,,,,"35",",,7","29",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-28",,,,,"34",",,7","30",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-29",,,,,"33",",,7","21",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-30",,,,,"34",",,7","16",",,7","31",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2012-12-31",,,,,"36",",,7","22",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-01",,,,,"26",",,7","15",",,7","15",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-02",,,,,"29",",,7","14",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-03",,,,,"30",",,7","21",",,7","21",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-04",,,,,"37",",,7","16",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-05",,,,,"38",",,7","25",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-06",,,,,"37",",,7","24",",,7","25",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-07",,,,,"39",",,7","22",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-08",,,,,"41",",,7","29",",,7","39",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-09",,,,,"50",",,7","36",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-10",,,,,"38",",,7","29",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-11",,,,,"55",",,7","37",",,7","53",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-12",,,,,"55",",,7","33",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-13",,,,,"33",",,7","16",",,7","16",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-14",,,,,"28",",,7","14",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-15",,,,,"32",",,7","21",",,7","27",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-16",,,,,"38",",,7","23",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-17",,,,,"36",",,7","26",",,7","26",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-18",,,,,"42",",,7","24",",,7","41",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-19",,,,,"50",",,7","30",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-20",,,,,"30",",,7","15",",,7","17",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-21",,,,,"17",",,7","6",",,7","6",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-22",,,,,"13",",,7","1",",,7","11",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-23",,,,,"20",",,7","11",",,7","14",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-24",,,,,"21",",,7","10",",,7","21",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-25",,,,,"29",",,7","18",",,7","23",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-26",,,,,"29",",,7","15",",,7","26",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-27",,,,,"38",",,7","25",",,7","37",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-28",,,,,"50",",,7","35",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-29",,,,,"61",",,7","35",",,7","43",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-30",,,,,"43",",,7","22",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-01-31",,,,,"22",",,7","7",",,7","7",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-01",,,,,"16",",,7","2",",,7","16",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-02",,,,,"25",",,7","11",",,7","11",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-03",,,,,"24",",,7","11",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-04",,,,,"28",",,7","20",",,7","20",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-05",,,,,"32",",,7","18",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-06",,,,,"39",",,7","23",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-07",,,,,"35",",,7","33",",,7","35",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-08",,,,,"35",",,7","27",",,7","29",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-09",,,,,"36",",,7","28",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-10",,,,,"51",",,7","33",",,7","48",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-11",,,,,"48",",,7","29",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-12",,,,,"30",",,7","25",",,7","28",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-13",,,,,"45",",,7","27",",,7","38",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-14",,,,,"40",",,7","36",",,7","36",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-15",,,,,"36",",,7","22",",,7","22",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-16",,,,,"23",",,7","14",",,7","16",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-17",,,,,"30",",,7","15",",,7","29",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-18",,,,,"53",",,7","29",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-19",,,,,"32",",,7","13",",,7","13",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-20",,,,,"26",",,7","10",",,7","23",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-21",,,,,"31",",,7","23",",,7","25",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-22",,,,,"35",",,7","24",",,7","29",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-23",,,,,"29",",,7","25",",,7","25",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-24",,,,,"41",",,7","21",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-25",,,,,"36",",,7","26",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-26",,,,,"34",",,7","32",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-27",,,,,"35",",,7","32",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-02-28",,,,,"35",",,7","29",",,7","29",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-01",,,,,"31",",,7","28",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-02",,,,,"30",",,7","23",",,7","23",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-03",,,,,"32",",,7","23",",,7","27",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-04",,,,,"33",",,7","25",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-05",,,,,"33",",,7","28",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-06",,,,,"35",",,7","29",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-07",,,,,"38",",,7","30",",,7","31",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-08",,,,,"35",",,7","29",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-09",,,,,"47",",,7","31",",,7","46",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-10",,,,,"55",",,7","35",",,7","50",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-11",,,,,"50",",,7","33",",,7","33",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-12",,,,,"37",",,7","27",",,7","27",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-13",,,,,"34",",,7","24",",,7","28",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-14",,,,,"37",",,7","26",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-15",,,,,"42",",,7","33",",,7","34",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-16",,,,,"35",",,7","30",",,7","31",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-17",,,,,"34",",,7","28",",,7","30",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-18",,,,,"36",",,7","22",",,7","23",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-19",,,,,"34",",,7","18",",,7","26",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-20",,,,,"27",",,7","16",",,7","19",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-21",,,,,"32",",,7","16",",,7","27",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-22",,,,,"34",",,7","25",",,7","32",",,7,2400"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2013-03-23",,,,,"36",",,7","29",",,7","33",",,7,2400"
